0-15(%),65+(%),% Couple household with dependent children,White (%),Private rented (%),Household spaces with at least one usual resident (%),Unemployment Rate,% Highest level of qualification: Level 4 qualifications and above,Median Annual Household Income estimate (?),fire,Population density
19.66035271,15.34944481,23.40425532,77.85760941,14.2,97.76,4.436450839,36.7,44322.88604,0,51.77544809
20.35335689,18.30388693,29.65235174,72.36749117,5.3,98.39034205,4.293628809,43.8,54235.15561,0,50.4456328
14.92632928,19.7309417,19.37007874,77.96284433,20.6,96.94656489,4.10022779,38.3,46482.05777,1,48.22366389
14.22736555,30.83730429,20.06578947,78.62491491,6.1,97.90660225,2.915451895,37.5,52006.08458,2,33.98103169
17.35874745,18.17562968,27.48091603,86.92988428,3.8,97.94392523,4.081632653,41.6,55369.35132,2,16.0898138
19.14580265,20.98674521,26.19047619,87.03976436,5.6,97.10982659,2.635431918,38.3,53998.25819,2,16.28492625
17.89693593,20.05571031,25.79439252,80.22284123,4.9,98.16513761,2.266666667,38.5,55238.34741,4,40.15659955
17.04275534,18.76484561,19.65811966,79.80997625,25.2,95.51020408,4.994571118,32.1,38225.19264,1,43.81993234
12.9598189,18.67572156,15.09661836,76.40067912,32.1,93.24324324,3.501945525,41.4,47480.79458,3,43.21349963
21.30959219,12.92360712,30.69139966,84.20448018,7.1,98.50498339,4.588112617,24.3,40133.66706,4,84.26911907
18.48370927,20.05012531,21.31661442,79.32330827,12.4,95.08196721,4.452466907,37.4,45604.98757,0,49.27446743
20.68965517,13.29153605,22.65861027,79.87460815,10.4,99.25037481,5.504587156,30,38438.12757,1,54.233254
19.69339623,19.22169811,25.47169811,79.36320755,9.9,97.84615385,4.659090909,28.2,40939.89445,3,48.8057554
20.69178505,13.77393453,26.49842271,83.0142063,8.4,97.99072643,3.246753247,36.5,43858.50402,1,61.20982987
22.33502538,13.89593909,21.4849921,80.83756345,22.6,96.34703196,4.897494305,30.2,35199.17549,5,53.06397306
18.39156229,25.97231378,21.43974961,84.97033619,8.9,97.11246201,2.086230876,27.1,40590.1974,1,41.13340564
20.93160377,10.49528302,25.27472527,73.93867925,14,98,4.419321686,28.6,32376.50215,1,6.384099977
18.94366197,14.92957746,21.51067323,77.6056338,38.3,95.30516432,2.990430622,36.8,45842.08016,0,36.28002044
18.3048433,12.67806268,21.9343696,76.35327635,27.8,91.46919431,4.784688995,36.5,47829.05795,1,31.08257693
20.64327485,13.85964912,28.61586314,83.68421053,6.1,98.92307692,3.011422638,26.2,40747.81438,1,63.61607143
22.14285714,14.46428571,28.59399684,88.57142857,7.1,98.29192547,4.099244876,26.8,41506.12535,2,73.04347826
20.75471698,10.79009434,28.27804107,85.25943396,9.6,97.38461538,3.892215569,27.5,41641.1191,1,86.09137056
20.2994012,13.05389222,26.30744849,85.26946108,9.7,97.98136646,2.612330199,27,41387.25977,2,72.04486626
16.9955157,8.385650224,24.17266187,75.82959641,25.2,93.66576819,3.187803188,28.9,39383.58733,2,49.28176796
16.03107345,23.37570621,23.02025783,80.79096045,6.8,98.19168174,3.267045455,34.4,53742.73415,3,14.55442492
18.16502463,23.83004926,25.56270096,87.31527094,5.9,96.8847352,3.129074316,34.8,51287.58191,1,31.81818182
15.99402093,23.61733931,18.76046901,82.2122571,13.7,95.9807074,3.99408284,37.6,45954.24581,1,35.04452593
21.29760226,16.7842031,32.60869565,77.64456982,14.6,94.05204461,3.47129506,39.4,55389.85495,1,33.97220891
22.76166456,15.51071879,27.76886035,83.22824716,6.4,98.26498423,4.383886256,33.4,44323.21193,3,20.29170931
15.95818815,18.25783972,24.6124031,63.06620209,8.1,96.44859813,3.448275862,38.8,53294.1435,5,5.683168317
19.61783439,18.59872611,29.16666667,72.42038217,6.2,98.69158879,3.229813665,34.3,50697.05496,1,25.42921931
15.04882252,21.36703044,21.63833076,72.37219989,12.7,97.00149925,2.941176471,39.9,50963.79239,6,14.64871687
13.64653244,19.83594333,19.48529412,73.00521999,8.3,94.60869565,3.347280335,34.5,45626.88274,4,23.64662317
18.56946355,18.01925722,24.89795918,57.90921596,12.2,94.04990403,3.979460847,39.7,49684.03942,5,24.75314947
24.06755806,9.359605911,29.6222664,69.95073892,11.7,98.82121807,4.689480355,22.2,34701.9362,2,66.09302326
23.11756935,11.88903567,30.62880325,68.36195509,10.8,96.2890625,4.463208685,26.9,37382.43778,0,71.71956419
21.31254061,10.00649773,28.2,64.97725796,11.2,98.03921569,4.323094425,29,38073.616,3,45.03950834
21.74940898,11.70212766,26.37729549,68.97163121,13.9,98.19672131,3.891891892,27.1,32493.26586,3,62.66666667
26.78671919,12.09904333,25.8698941,70.962296,11,97.06314244,7.558139535,20.8,28644.34904,2,10.7677392
4.737477369,5.22027761,12.52371917,53.8020519,33.4,97.053407,2.319044273,18.5,33592.12594,5,36.08056614
16.04477612,13.2196162,16.72316384,70.25586354,27.7,96.40522876,3.216911765,40.5,38116.79743,4,65.80147317
18.78109453,12.06467662,18.80222841,73.50746269,24.9,83.68298368,5.555555556,33.4,33105.66364,3,25.77749279
16.68063705,11.81894384,19.36507937,69.94970662,30.4,91.92607004,7.490039841,31.4,30918.2152,6,25.95735422
19.94835378,7.424144609,20.89552239,68.17301485,23.9,95.56259905,8.941176471,29.5,29888.9288,7,30.61264822
15.61771562,16.37529138,10.2310231,67.13286713,27.2,92.94478528,7.8125,34.5,26363.95157,7,31.67805058
17.04615385,7.815384615,19.48998179,57.23076923,28.4,96.82539683,4.82509047,31.3,30386.65449,4,96.55377302
8.919521589,5.230083114,16.84110371,51.3683357,27.3,96.15736505,3.65233472,29.3,28747.41844,6,61.82479007
17.8866588,12.75088548,19.7492163,62.04250295,20.1,98.45679012,6.517094017,28.3,31212.8798,7,41.64208456
16.49934526,11.82889568,19.9513382,55.82714972,24.2,97.97377831,4.03551251,36.6,36029.02448,2,32.14536271
23.88059701,16.95522388,22.38325282,68.59701493,20.3,97.18309859,6.892230576,20.5,29300.06645,5,53.56571794
19.07713499,16.73553719,25.29880478,68.38842975,8.6,97.85575049,4.45026178,31,42488.65851,4,31.94016718
20.95926413,13.99474376,21.37030995,71.02496715,11.3,94.74497682,6.553079948,25.9,30618.00051,4,62.35149529
23.32869081,13.71866295,27.32793522,57.3816156,18.8,97.24409449,5.849582173,19.9,29279.13784,4,74.17355372
20.66869301,14.16413374,27.11267606,62.43161094,9.5,96.43463497,5.011389522,22.2,32465.24296,5,24.28761258
23.50698856,10.86404066,30.98859316,52.28716645,19,97.95158287,4.596273292,23.3,30258.95136,1,42.59810555
21.44846797,10.08356546,21.20717781,53.48189415,20.2,99.35170178,10.30092593,19,26070.54846,5,49.79195562
18.99070385,16.20185923,24.70817121,56.77290837,12.3,95.36178108,5.12195122,22.8,30015.54655,4,74.04129794
21.42857143,14.14965986,24.39516129,64.42176871,11.3,97.06457926,3.68956743,19.4,31059.06346,2,25.16692347
18.99148657,11.46037983,14.78537361,63.78519974,18.8,98.12792512,5.970149254,23.8,25995.74739,10,75.89463221
21.65820643,15.84884377,18.75,59.67287084,19.3,98.38945827,8.482676225,20.8,26873.45168,6,73.17375155
25.47770701,9.483368719,24.09638554,60.58032555,13.1,94.13988658,8.645533141,19.8,26809.97697,2,38.18918919
20.65972222,14.75694444,21.62576687,57.11805556,18.3,97.8978979,8.333333333,25,29562.38009,4,47.13584288
23.20512821,7.243589744,24.56479691,55.76923077,18.4,96.8164794,7.515923567,22.1,26278.2572,2,68.63176419
31.28358209,8.71641791,23.13915858,53.97014925,10.7,97.63033175,11.58038147,17.2,23762.87105,9,35.7753097
25.80482897,8.551307847,24.25531915,44.81891348,19.7,97.24137931,9.406952965,21.1,25655.44269,2,60.96289482
25.59665871,7.159904535,20.77294686,45.82338902,18.8,94.52054795,9.246575342,22.9,26349.26288,4,74.02826855
27.70517512,7.736539467,23.60902256,33.66440146,22,97.93814433,9.555555556,24.9,24283.7603,8,108.0180689
28.24074074,9.43287037,22.24,43.1712963,15.2,96.74922601,9.645909646,22.9,25097.99397,7,63.1809872
25.32427424,12.66213712,26.37795276,33.4156887,19.7,98.4496124,7.73480663,22,26459.7768,3,55.14305177
22.10376688,7.675906183,26.6509434,29.14001421,19.3,98.37587007,8.196721311,23.5,28362.93589,5,81.32947977
23.77581121,7.728613569,27.23735409,19.46902655,31.9,93.28493648,10.87962963,22.7,24133.26019,9,95.54678692
19.71014493,9.739130435,24.7464503,21.2173913,25.6,98.6,8.004268943,23.9,27268.28967,1,105.4400978
22.56442489,10.0565682,23.41772152,23.50722816,20,95.75757576,5.43881335,24.8,27670.83527,3,89.98868778
27.31351655,11.89007291,28.36767036,44.58777342,21.6,96.04261796,7.001166861,22.1,26966.78261,4,82.93023256
18.04906542,12.9088785,15.82278481,75.29205607,17.1,97.23076923,7.663782447,18.9,26564.59561,6,35.24083985
21.4379085,12.61437908,17.50841751,73.46405229,14.1,96.42857143,9.627727856,19.3,25643.72474,5,49.32301741
14.10352588,12.45311328,20.40816327,71.34283571,18.8,98.5915493,4.154727794,28,35018.26238,1,57.85590278
14.41985245,15.35881958,12.10013908,76.32461435,24.6,94.85488127,6.862745098,25.1,26280.97828,12,23.43602641
20.66298343,6.740331492,18.23899371,69.50276243,34.2,97.18826406,7.024390244,27.4,26664.82224,6,73.9379085
22.20054623,4.174795162,19.19850885,58.60319938,35.1,87.73507768,7.335640138,31.4,27520.93407,5,20.58469199
22.21652129,8.671113391,20.50955414,53.97639815,17.5,95.49878345,6.338028169,31.2,32215.89724,5,51.08781127
23.24195471,7.985697259,24.68468468,29.20143027,22.2,96.85863874,6.492027335,32.7,30949.89009,0,27.1082391
31.27079175,4.723885562,24.63768116,39.72055888,12,96.79358717,12.07430341,18.4,23746.17995,3,53.0345801
23.90336936,7.50158932,26.50334076,18.81754609,26.1,96.76724138,5.745721271,25.9,28286.03116,3,82.22686879
24.96807152,7.151979566,26.2195122,18.45466156,23,95.90643275,9.724047306,26.9,25731.34652,6,87.19376392
23.88392857,11.16071429,26.87813022,52.23214286,18.5,98.03600655,6.952491309,20.6,27539.22405,8,29.70822281
22.50293772,10.81081081,20.85385878,44.35957697,24.8,96.66666667,8.422301305,22.7,25585.26611,11,51.29596142
24.41627752,9.206137425,23.82892057,39.49299533,16.5,98.2,9.615384615,18.7,25777.75286,3,74.98749375
28.35654596,8.412256267,25.78268877,34.70752089,14.9,97.83783784,6.965174129,20.6,25033.20169,9,87.90401567
28.01958651,8.324265506,22.66666667,47.2796518,16.1,98.97360704,9.688581315,17.5,23659.68769,3,88.36538462
25.49253731,13.6119403,19.33028919,73.01492537,10.5,98.64864865,9.40397351,16.4,24566.26999,4,14.54245529
19.47458595,12.33580811,21.2797619,64.87721302,13.7,98.24561404,5.51508845,24.5,30154.11769,5,28.99966876
20.99737533,11.81102362,21.99687988,64.04199475,15.1,98.61538462,6.533192835,19.8,26547.7726,7,59.9433606
24.33628319,8.849557522,23.19391635,67.38305942,13.9,99.43289225,7.901234568,18.9,26488.71039,2,60.75268817
23.86296515,10.2776137,20.89552239,70.23036031,16.7,98.69067103,7.765830346,17.9,25886.61734,1,89.43475964
23.49914237,11.37793025,24.51154529,25.10005718,19.4,97.06896552,8.242424242,23.6,26081.70112,5,51.36563877
21.66367445,10.59245961,23.71541502,35.06882107,17.4,98.63547758,8.951707892,26.4,28544.60407,4,74.49843959
22.02643172,9.754562618,23.42158859,48.5840151,12.6,99.39271255,8.823529412,16.5,25745.04663,4,83.3245936
24.6162928,8.087367178,21.26099707,40.49586777,20.4,98.41269841,9.608540925,23.4,23447.01561,10,23.9062941
24.75703325,11.45780051,20.67901235,36.8286445,15.9,97.88519637,11.35321101,17.9,22759.76725,11,55.44526375
22.14695154,9.431995831,21.76656151,47.36842105,20.3,96.79389313,10.19172553,19.9,26691.03234,6,19.14023539
25.66744731,8.384074941,23.38235294,34.51990632,23.7,97.0042796,11.14341085,22.8,25605.12254,11,15.98173516
22.36763831,7.911957168,25.35211268,35.93099346,23.9,98.41584158,8.192771084,22.8,24824.30883,8,87.55208333
20.9486166,13.09288538,20.11019284,49.25889328,24.8,98.50746269,8.195121951,21.8,27502.50001,10,45.18865818
25.76252723,8.224400871,18.66251944,24.07407407,32.3,95.5423477,11.55660377,24.9,22827.12329,4,64.46629213
23.30917874,8.333333333,22.58064516,26.08695652,22.2,97.07724426,7.654921021,24.4,26996.41605,6,15.09021323
28.51277372,7.618613139,26.75250358,39.55291971,14.4,98.45070423,7.101167315,21.4,26818.35901,6,21.43765281
24.60186711,9.774848984,22.31270358,29.04997254,17.3,98.71382637,8.333333333,23.1,25665.29303,8,93.62467866
27.42857143,7.688311688,25.82677165,62.23376623,12.8,95.05988024,8.626198083,21.5,26233.08154,3,64.61899966
22.84866469,11.5727003,22.73534636,64.56973294,10.5,96.07508532,8.074534161,14.5,25612.94032,5,48.17038308
25.68807339,5.679335955,23.25056433,62.4726955,24,94.9624866,9.060118544,24.8,26455.8594,10,38.84928717
34.29242513,8.455666471,22.27891156,59.95302408,14.8,96.86985173,8.689655172,17.9,23683.54399,5,88.42159917
16.3050217,16.49101054,19.16537867,76.75139492,15.8,97.73413897,5.122494432,27.1,34322.49448,1,31.6522763
23.10642378,7.430488974,20.49286641,53.69127517,29.4,94.36964504,6.990622336,32,29536.49063,3,81.16731518
28.94736842,13.21909425,20.84006462,70.5630355,13.1,96.26749611,9.489051095,17.3,23345.87521,7,60.97014925
16.32653061,17.31601732,19.09937888,74.45887446,12.4,96.84210526,4.293785311,25.1,32994.67524,2,47.25306838
24.59643161,7.476635514,22.06896552,24.00169924,22.8,96.5379494,10.34775233,26,24712.13312,16,48.38643371
24.81203008,10.35280509,24.95309568,37.99884326,18.6,99.07063197,6.689734717,24.7,27191.18828,6,57.2327044
23.95833333,8.826754386,25.1396648,21.38157895,29.6,97.45916515,8.042328042,27.3,26788.1165,4,67.73115485
24.68780019,8.117195005,25.45731707,31.89241114,25.2,96.04685212,7.057745188,23.4,26866.66335,1,62.07513417
25.92592593,7.953855495,27.25409836,24.16514876,21.7,97.79559118,7.187112763,21.6,26803.1891,5,65.17609814
12.71140207,10.5837425,12.96,51.82760502,32.8,88.27683616,7.129094412,23.1,29103.35434,11,1.160324866
20.5955335,12.28287841,19.93243243,63.70967742,29.4,92.93563579,5.928411633,21.6,29629.11503,4,8.254813601
18.91573365,6.423099588,19.90369181,53.15262227,43,94.25113464,6.54028436,25.4,26708.91822,6,9.013171872
18.86916502,17.61998685,17.68488746,73.76725838,24.8,97.33959311,6.891891892,27.2,27720.52183,4,17.36103185
21.90769231,7.692307692,24.49725777,30.4,37.8,98.20466786,6.68824164,30.3,28900.66482,5,6.24471601
19.92846193,11.70158406,18.82352941,48.54368932,32.5,96.71302149,7.330827068,23.4,26743.8741,4,27.29808899
18.28442438,8.239277652,15.91549296,42.32505643,43,95.55854643,5.602240896,27.4,26142.9006,7,46.55806621
25.68578554,10.28678304,24.47013487,32.98004988,17,98.66920152,9.152086137,21.4,24871.96341,3,84.02304872
31.95931478,6.798715203,26.45590682,35.49250535,16.6,98.84868421,8.281829419,18.6,23872.23085,2,105.5367232
20.31076582,12.65260821,24.25032595,73.0299667,22.9,96.96586599,6.731707317,25.2,30937.07516,6,30.6880109
21.77947598,13.48253275,18.44532279,68.50436681,29,96.31979695,6.788247214,26.2,30474.64411,4,27.24568709
19.84463277,17.30225989,26.1627907,74.85875706,9.7,98.28571429,4,28.5,39176.09773,0,35.76660773
20.17595308,14.72140762,20.79646018,69.97067449,18.7,97.4137931,7.036247335,26.7,33340.26597,2,7.463013219
22.16280452,12.8342246,24.29284526,74.86631016,7.8,98.52459016,4.938271605,26.6,36669.89199,2,46.63341646
14.90929705,13.54875283,16.41414141,85.03401361,27,97.17791411,4.102096627,57.5,56822.55911,4,85.54801164
15.16052319,10.28537455,14.20765027,81.92627824,36.3,95.5613577,5.407882676,56.5,51584.83159,4,116
20.90909091,10.96969697,25.33136966,85.75757576,26.5,94.70013947,4.34310532,64.2,63185.27815,6,89.91825613
17.11125569,10.40988939,20.31007752,81.52244632,32.6,95.2732644,2.723311547,60.8,56202.74299,1,94.52644526
20,11.06017192,22.23837209,82.06303725,32,96.22377622,3.564154786,60.5,60700.12824,3,76.90612605
17.25888325,13.77810007,15.05791506,67.44017404,12.7,95.39594843,7.894736842,28.2,28851.04732,4,14.46705833
22.24576271,9.375,19.29347826,64.72457627,13.7,99.05787349,7.551020408,31.9,28022.91321,4,78.69945811
21.43193594,7.25388601,12.65822785,53.03815356,18.7,96.88679245,8,34.5,27046.92618,5,36.13002042
22.79811526,9.641174339,13.03979678,58.57194636,13,96.80327869,10.31578947,30.6,25952.31911,16,138.3650953
15.86151369,6.038647343,11.86440678,68.67954911,38.2,95.44117647,6.226650062,47.3,36521.91429,2,125.4545455
14.22730989,16.51676206,10.01517451,73.83483238,26.4,94.14285714,5.755395683,41.8,33775.29615,1,50.16406891
26.3641275,9.130199892,24.70414201,31.17233928,28.3,98.68613139,9.832134293,30.5,25860.62087,9,60.90819348
19.21475312,11.00535396,22.56097561,15.16954194,20.1,98.79518072,6.877113867,28.3,28090.37883,3,85.9406953
17.52767528,11.50061501,19.79591837,23.06273063,21.4,98.3935743,8,30.9,28707.63344,6,46.41735655
22.80385078,8.904933815,18.71921182,25.33092659,17.6,99.18566775,11.27633209,27.7,25051.58375,6,133.3868379
23.58722359,7.616707617,29.86247544,17.26044226,27.1,99.4140625,6.287787183,27.2,27491.1604,1,78.53352629
24.65003043,10.34692635,19.58266453,38.28362751,13,99.04610493,9.986130374,19.5,21339.31194,2,16.61274014
29.20560748,7.126168224,26.37362637,32.65186916,11.5,100,13.11239193,17.6,20398.13708,5,70.71458075
22.30259192,9.222423146,19.89342806,12.5376733,19.4,99.11971831,11.05331599,19.7,21890.88537,5,23.91868512
25.06856829,10.03839824,23.5395189,24.24574877,14.9,99.48717949,9.899749373,18.5,24455.28936,5,22.83316633
15.2862363,14.55542022,17.32283465,67.17417783,26.9,97.99382716,5.18134715,38.5,39957.59028,5,32.57936508
10.85189113,8.342170378,14.01960784,74.16048074,19,97.51434034,3.486924035,36.5,35704.97192,10,62.69946809
15.63762262,9.290248125,15.53166069,80.26543566,26.4,97.78037383,4.895104895,46.9,41498.27683,6,79.2047532
15.41385135,10.21959459,12.40875912,68.15878378,29.5,96.22475856,5.960729313,43.6,37028.99514,13,59.66238347
19.7733711,11.04815864,19.82378855,68.44192635,10.3,98.98255814,9.111617312,20.1,25580.24262,3,17.90424021
18.03773585,12.37735849,19.96726678,84.1509434,28.3,95.46875,3.740648379,61,63949.87402,0,66.58291457
22.2763238,10.65124772,13.52112676,68.28971394,13.2,98.47434119,9.461077844,29.3,28004.91146,6,18.0608992
19.3883792,9.418960245,22.57575758,79.14373089,23.5,96.35036496,2.862985685,61.5,55497.57691,3,46.01745004
19.77363515,14.38082557,25.98039216,80.75898802,17.5,96.52996845,4.433497537,54.3,59425.41326,1,29.7366858
18.10725552,14.44794953,15.70351759,75.70977918,16.3,97.78869779,6.113033449,49.5,47169.58175,4,113.7015782
18.91156463,10.6122449,22.22222222,84.3537415,21.6,90.53254438,4.234122042,58.6,63477.9798,1,81.71206226
22.39404353,10.08018328,20.23809524,74.68499427,19.2,98.56584094,5.767138194,49.7,42197.00294,7,93.77013963
16.03665521,16.95303551,18.71202916,84.07789233,17.9,97.05188679,3.363914373,57.4,56349.49528,6,43.18575315
16.88311688,11.61616162,14.96296296,78.28282828,37.3,94.40559441,4.79704797,51,41422.70625,6,117.358171
16.02150538,9.838709677,18.6774942,81.55913978,34.3,95.99109131,3.262642741,59.6,51841.68958,3,101.0869565
20.86330935,10.61151079,24.89568846,87.47002398,18.5,96.90026954,3.156822811,57.4,58511.3484,6,97.54385965
21.3762215,9.690553746,25.31356899,49.71498371,18.7,98.42873176,4.982206406,45.6,43709.63235,4,81.64893617
17.78975741,11.75202156,20.77727952,40.59299191,32.6,95.84527221,4.371097235,47,43096.01514,8,5.021656741
17.34980348,13.25098259,19.44012442,48.96125772,27.5,98.46860643,4.061895551,42.5,39855.15337,3,38.46652268
17.77663934,11.8852459,21.97802198,48.61680328,31.6,97.71812081,7.904085258,47.3,40955.19239,12,47.74951076
18.78509444,13.98672792,18.26923077,18.98928025,20,99.04761905,8.183632735,31,28508.59087,2,82.51895535
19.41074523,10.39861352,21.29277567,21.31715771,24.3,99.24528302,6.707946336,32.2,29893.58625,3,84.192607
20.85152838,11.73580786,24.07732865,21.61572052,14.2,95.46979866,5.509355509,32.7,29905.40579,6,49.91825613
19.50941244,11.46605819,21.75572519,18.02624073,28.1,98.12734082,8.017334778,32.8,29243.44281,10,33.08171353
19.89087302,12.00396825,20.03284072,20.63492063,20.7,99.34747145,8.666666667,27.1,27567.8922,5,96.13733906
18.20250284,13.3105802,24.0234375,18.71444824,15.8,99.80506823,4.831460674,32.4,36566.09067,5,76.23590633
20.85855806,8.475509081,23.4006734,26.14199229,21.2,99.33110368,7.869884575,30.9,27945.6038,7,64.00140895
21.95560888,11.21775645,21.69421488,21.05578884,23.6,98.37398374,7.82396088,31.7,27294.96307,2,83.01792829
18.65979381,11.08247423,23.38709677,25.10309278,29.4,98.88357257,5.608365019,36.4,32010.15187,4,54.72496474
21.22664111,12.69765213,19.86013986,25.44321993,25.9,97.54433834,6.800766284,38.2,30239.39155,6,38.88578349
19.7640118,10.26548673,24.4288225,25.54572271,37.6,97.59862779,6.008583691,42.8,32756.05978,6,72.06632653
16.26541398,11.6852613,20.52313883,25.66059894,34.8,96.31782946,5.682951147,41.2,33369.92357,5,88.97596656
15.83333333,9.444444444,20.25547445,17.88888889,42.2,97.3357016,5.586592179,47.1,31744.01764,3,80.53691275
18.39484476,12.71236087,20.65868263,40.48037493,35,98.37997054,3.549060543,48.5,44348.34522,1,59.85273492
15.10204082,17.66763848,20.93023256,29.3877551,25.2,98.76325088,5.680600214,47.8,48180.90594,3,18.00146951
21.57092614,10.14067995,25.1953125,19.87104338,28.9,98.08429119,6.764374295,31.3,28906.50195,2,42.23817777
21.46658782,8.811354228,20.68965517,17.0313424,34.9,95.72815534,7.43618202,27.9,26090.05121,1,51.53916489
19.86674743,9.388249546,21.21807466,28.52816475,23.4,99.02723735,6.153846154,24.6,24725.73214,2,78.8443171
16.42424242,11.33333333,18.59956236,16.78787879,29.5,99.34782609,7.073954984,27,27625.94783,5,38.65073788
23.96569122,8.728557013,20.67946824,26.63975782,26,97.83236994,8.273009307,23.1,25124.4152,7,20.07495189
18.6693148,11.22144985,17.21404304,68.8182721,29.3,97.13971397,5.448449288,44.9,37716.38851,3,58.73432488
23.62514029,8.305274972,19.12798875,69.13580247,14.1,99.02506964,8.208955224,25.8,25785.54592,7,57.74465327
22.44304411,5.962190984,20.78272605,56.32573921,24.8,98.27586207,6.156552331,33.8,29296.64093,4,66.41983258
20.90322581,9.505376344,19.30960086,63.35483871,13.4,97.27177335,4.946727549,38.5,33422.89943,3,53.64559299
21.80685358,8.917445483,25.07232401,66.35514019,24.6,97.09737828,4.248145651,45.8,40823.37349,5,102.4331871
19.25187032,8.927680798,25.44217687,24.43890274,48.2,97.35099338,6.4,41.4,30094.32115,5,75.97574839
18.69812145,15.55264308,18.02197802,43.59982525,15.9,99.23664122,6.207482993,35.7,29469.29801,14,70.75734158
17.38072055,10.95423564,16.84073107,37.82862707,30.2,98.58429858,8.210890233,35.2,27546.11582,5,79.36630603
18.82970743,13.05326332,24.15169661,74.86871718,19.6,97.8515625,4.073587385,40.1,45955.30418,3,76.21497999
18.21086262,7.85942492,19.32515337,60.51118211,29.8,98.04511278,6.71641791,42.3,35995.67711,4,67.25397508
18.36411609,13.03430079,19.50413223,24.16886544,28.6,98.05510535,7.091469681,31.9,26038.43207,6,84.22222222
27.52136752,9.05982906,16.69128508,48.88888889,6.8,98.68804665,12.63297872,16.3,20382.69428,5,123.5045742
17.23549488,9.158134243,19.73180077,19.85210466,33.3,98.30508475,6.312625251,34.5,28243.84352,2,65.54809843
14.98107085,12.33098972,13.51351351,12.9259059,32.6,98.85496183,6.11057226,33.5,28167.92136,3,65.96503746
20.33374536,12.29913473,19.08396947,26.1433869,19.8,97.39776952,5.889570552,27.6,24606.33063,9,116.4866811
20.19933555,9.50166113,20,26.97674419,26.2,98.36065574,7.475490196,36.1,26949.38236,4,67.61006289
25.69444444,8.18452381,24.85955056,26.33928571,30.2,95.82772544,9.806034483,31,24410.30441,5,139.6121884
14.10705353,10.4052026,13.87559809,24.56228114,40.8,97.51166407,5.418719212,41.2,32649.94903,4,81.69186759
19.47926712,12.97010608,20.90545939,28.92960463,21.4,98.04177546,6.939163498,29.6,25699.82667,6,119.8151358
19.75582686,11.15427303,23.15436242,30.24417314,37.1,98.67549669,6.882591093,35.5,27962.6928,4,69.04214559
18.3747412,10.61076605,18.0533752,29.39958592,33.9,98.45440495,7.136237257,37.3,28342.82909,9,94.65948065
21.01152845,7.660840461,22,29.7136482,40.4,97.50812568,7.018716578,37.5,28482.75956,8,116.0051769
18.63387978,6.612021858,19.07514451,39.3442623,42.6,96.64804469,4.925650558,38.4,27792.17855,2,89.39912066
21.37526652,11.72707889,25.23076923,56.82302772,20.9,98.03921569,4.651162791,36.9,39313.93905,7,80.5495921
21.51442308,1.382211538,35.76982893,14.96394231,65.6,95.68452381,4.942965779,66.1,42278.94808,6,122.533137
21.19628339,4.529616725,20.98765432,35.30778165,47.8,96.42857143,8.734052993,44.8,26677.7624,10,127.3668639
18.36734694,11.0865968,26.01476015,31.21897408,19.7,99.08592322,5.526590198,30.7,32917.25244,3,84.40409683
19.55182073,10.08403361,22.75541796,51.48459384,18.1,98.17629179,5.950095969,31.2,35241.12218,2,41.90140845
18.99204244,12.09549072,23.95498392,51.29973475,24.6,98.88712242,5.910390848,34.1,37098.12313,3,74.21259843
17.83004552,15.40212443,21.08559499,69.49924127,12.1,99.17184265,5.594405594,31.3,36866.17656,2,63.76390905
19.74248927,15.37911302,21.62698413,59.44206009,17.3,97.6744186,5.616438356,25.3,32037.55712,2,49.19071077
18.24539097,11.1252384,16.89708141,71.83725366,19.8,97.30941704,5.963302752,39,36499.01372,1,50.20746888
19.05584341,11.16868164,20.19774011,72.25100748,21.8,97.52066116,6.419257773,33.6,33271.74787,6,39.21878528
20.25316456,11.33212779,21.85534591,82.57986739,8.5,98.75776398,4.966887417,37.9,37865.56715,7,69.21151439
19.64512041,8.618504436,13.76281113,49.30291508,26.4,98.27338129,7.891770011,31.8,26461.81032,9,59.8407281
30.17135863,6.548347613,18.19645733,40.33047736,5.6,99.20127796,9.60960961,19,19867.43792,6,294.9458484
27.202892,7.45594216,30.14608234,29.82376864,21.6,99.47159841,10.24930748,30.9,27727.21461,4,126.8194842
28.69458128,6.075533662,30.42929293,21.63382594,28.2,98.38509317,6.610169492,35.4,27781.43983,10,14.26814268
19.74128234,10.23622047,19.63636364,20.1912261,31.1,98.03921569,5.349794239,36.4,28728.71986,4,135.7251908
18.58356941,9.121813031,21.51162791,24.87252125,26.9,98.47328244,7.820646507,31.8,28826.68163,3,91.54564315
16.49550706,9.820282413,17.93611794,25.7381258,25.6,97.60191847,8.379272326,30.7,26349.82905,3,61.29032258
20.50078247,10.90245175,23.20117474,52.58215962,18.6,97.70444763,4.995374653,25,29805.09271,2,26.71032465
22.84354551,13.50386675,24.41314554,61.51100535,17.4,96.81818182,5.542725173,22.1,29067.5533,9,83.840399
20.11963023,12.12615552,19.28374656,66.93855356,19.1,97.58064516,5.16194332,22.9,28471.59894,7,52.18501703
21.11055528,14.20710355,20.40557668,57.67883942,21.2,97.28729963,5.830039526,20.7,26257.64431,5,11.60118391
21.20582121,11.27858628,20.50561798,63.04573805,10.4,98.47856155,6.470588235,18.7,26444.82815,6,71.04874446
18.31932773,15.85434174,15.74697174,68.23529412,18,96.74479167,5.87628866,18.7,27259.20972,1,52.82627996
